fighter,gloves_color,date,Winner,avg_KD,avg_SIG_STR_pct,avg_TD_pct,avg_SUB_ATT,avg_SIG_STR_landed,avg_TOTAL_STR_att,avg_TOTAL_STR_landed,avg_TD_landed,avg_CTRL_time(seconds),total_time_fought(seconds),total_rounds_fought,total_title_bouts,current_win_streak,current_lose_streak,longest_win_streak,wins,losses,draw,win_by_Decision_Majority,win_by_Decision_Split,win_by_Decision_Unanimous,win_by_KO/TKO,win_by_Submission,win_by_TKO_Doctor_Stoppage,Stance,Height_cms,Reach_cms,Weight_lbs,age
Roy Nelson,Blue,5/28/2011,Red,0.5,0.4,0.125,0,24.25,63.25,24.5,0.25,67.5,516,5,1,2,0,2,2,1,0,0,0,0,2,0,0,Orthodox,182.88,185.42,263,34
Tim Boetsch,Blue,5/28/2011,Blue,0.0625,0.4253125,0.140625,0.75,24.6875,66.59375,39.65625,0.78125,60.3125,603.84375,12,0,1,0,1,3,3,0,0,0,1,2,0,0,Orthodox,182.88,187.96,185,30
Chris Cariaso,Blue,5/28/2011,Red,0,0.38,0,0,67,175,69,0,33,900,3,0,1,0,1,1,0,0,0,0,1,0,0,0,Southpaw,160.02,162.56,125,30
Renan Barao,Blue,5/28/2011,Blue,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,177.8,145,24
Sean Pierson,Blue,4/30/2011,Red,1,0.44,0.33,1,112,295,148,1,222,900,3,0,1,0,1,1,0,0,0,0,1,0,0,0,Southpaw,182.88,193.04,170,35
Jason Brilz,Blue,4/30/2011,Red,0,0.401875,0.33375,1.875,34.125,127.8125,73.6875,2.5625,341.8125,873.375,14,0,2,0,2,3,2,0,0,0,2,1,0,0,Orthodox,180.34,180.34,205,35
Benson Henderson,Blue,4/30/2011,Blue,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,175.26,177.8,170,27
Jake Shields,Blue,4/30/2011,Red,0,0.54,0.26,0,25,80,53,4,448,900,3,0,1,0,1,1,0,0,0,1,0,0,0,0,Orthodox,182.88,182.88,170,32
Mark Hominick,Blue,4/30/2011,Red,1,0.44,0,0.25,20.75,64.25,23,0,12,372,6,0,3,0,3,3,0,0,0,0,1,1,1,0,Orthodox,172.72,172.72,145,28
Claude Patrick,Blue,4/30/2011,Blue,0,0.645,0.55,1,18,57.5,43.5,2,512.5,654,5,0,2,0,2,2,0,0,0,0,1,0,1,0,Orthodox,180.34,190.5,170,30
Randy Couture,Blue,4/30/2011,Red,0.0078125,0.65011477,0.785965118,1.255923986,24.52764535,72.64086461,52.03802204,1.021936417,248.9209843,401.987057,61,16,7,0,7,16,7,0,1,0,4,6,4,1,Orthodox,185.42,190.5,205,47
Rory MacDonald,Blue,4/30/2011,Blue,0,0.415,0.515,1,18.5,58,31.5,2.5,199,580,4,0,1,0,1,1,1,0,0,0,0,0,1,0,Orthodox,182.88,193.04,170,21
Pablo Garza,Blue,4/30/2011,Blue,1,0.42,0,0,3,7,3,0,1,51,1,0,1,0,1,1,0,0,0,0,0,1,0,0,Orthodox,185.42,185.42,145,27
Charlie Valencia,Blue,4/30/2011,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,160.02,162.56,135,36
Ryan Jensen,Blue,4/30/2011,Red,0.5,0.4271875,0.25875,0.453125,21.578125,64.375,27.09375,0.625,37.5,409.796875,10,0,0,3,1,2,5,0,0,0,0,0,2,0,Orthodox,185.42,193.04,185,33
Kyle Watson,Blue,4/30/2011,Red,0,0.53,0,0,72,159,88,0,147,900,3,0,1,0,1,1,0,0,0,0,1,0,0,0,Southpaw,182.88,,155,31
Amir Sadollah,Blue,3/26/2011,Blue,0,0.403125,0.125,0.0625,66.875,161.40625,79.53125,0.25,84.125,850.34375,14,1,1,0,2,4,2,0,0,0,3,0,1,0,Orthodox,177.8,190.5,170,30
Dan Hardy,Blue,3/26/2011,Red,0.09375,0.2515625,0.09375,0,16.0625,72.25,35,0.1875,70.875,707.53125,16,1,4,0,4,4,2,0,0,2,1,1,0,0,Orthodox,182.88,187.96,170,28
Leonard Garcia,Blue,3/26/2011,Red,0,0.3575,0.33,0.375,40.125,192.375,67.375,1,82,820.25,10,0,0,1,1,2,2,0,0,1,0,0,1,0,Orthodox,177.8,172.72,145,31
Kris McCray,Blue,3/26/2011,Red,0,0.325,0.5,0,11,57.5,31.5,1,44.5,331,3,1,0,2,0,0,2,0,0,0,0,0,0,0,Orthodox,182.88,193.04,170,29
Mackens Semerzier,Blue,3/26/2011,Blue,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,182.88,145,30
Mike Russow,Blue,3/26/2011,Blue,0.5,0.445,0.36,1,17.5,78,51,4,343.5,827.5,6,0,2,0,2,2,0,0,0,0,1,1,0,0,Orthodox,185.42,185.42,255,34
Edwin Figueroa,Blue,3/26/2011,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,135,26
Rogerio Nogueira,Blue,3/26/2011,Red,0.25,0.32,0.25,0.25,23.25,99,33.75,0.25,46.75,704,7,0,2,0,2,2,1,0,0,1,0,1,0,0,Southpaw,187.96,190.5,205,34
TJ Waldburger,Blue,3/26/2011,Red,0,0.63,0.85,7,37,96,69,6,652,900,3,0,1,0,1,1,0,0,0,0,1,0,0,0,Orthodox,180.34,190.5,170,22
Aaron Simpson,Blue,3/26/2011,Blue,0.125,0.426875,0.44125,0.25,39.3125,121.75,62.375,3.5,202.25,727.8125,11,0,3,0,3,3,2,0,0,1,0,2,0,0,Orthodox,182.88,185.42,170,36
Christian Morecraft,Blue,3/26/2011,Blue,0,0.5,1,1,36,101,60,1,285,322,2,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,198.12,205.74,260,24
Nik Lentz,Blue,3/26/2011,Blue,0,0.573125,0.44875,2.1875,37.125,118.125,81.0625,4.75,383.0625,900,15,0,1,0,3,4,1,0,0,1,3,0,0,0,Orthodox,172.72,172.72,145,26
Eliot Marshall,Blue,3/19/2011,Red,0,0.25375,0.125,0.25,23.25,106.875,30,0.125,14.125,798.375,10,0,3,0,3,3,1,0,0,1,1,0,1,0,Orthodox,187.96,195.58,205,30
Eddie Wineland,Blue,3/19/2011,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,135,26
Nate Marquardt,Blue,3/19/2011,Blue,0.1171875,0.419196777,0.397529297,1.537109375,18.06713867,55.57080078,26.19726563,1.615966797,110.9941406,652.4306641,29,1,4,0,4,9,4,0,0,0,3,4,2,0,Orthodox,182.88,187.96,185,31
Kamal Shalorus,Blue,3/19/2011,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,172.72,155,38
Anthony Njokuani,Blue,3/19/2011,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,155,31
Jon Jones,Blue,3/19/2011,Blue,0.015625,0.60515625,0.9121875,1.53125,20.015625,48.375,29.375,1.703125,179.078125,391.34375,13,0,3,0,3,6,1,0,0,0,2,2,2,0,Orthodox,193.04,213.36,205,23
Brendan Schaub,Blue,3/19/2011,Blue,0.875,0.455,0,0,33.625,115.125,35.75,0,5.625,500.75,6,1,0,1,3,3,1,0,0,0,1,2,0,0,Orthodox,193.04,198.12,245,28
Mike Pyle,Blue,3/19/2011,Blue,0.25,0.44625,0.210625,1.5,36.6875,141.125,89.4375,2.625,283.75,768.8125,12,0,0,1,2,3,2,0,0,0,1,0,2,0,Orthodox,182.88,187.96,170,35
Ian Loveland,Blue,3/19/2011,Red,2,0.39,0,0,44,149,75,0,382,900,3,0,1,0,1,1,0,0,0,0,1,0,0,0,Orthodox,172.72,,145,27
Gleison Tibau,Blue,3/19/2011,Blue,0.25,0.273530273,0.808452148,0.369140625,21.12207031,100.9208984,35.82568359,4.266113281,215.3251953,724.1889648,28,0,0,1,3,7,5,0,0,0,4,1,2,0,Southpaw,177.8,180.34,155,27
Raphael Assuncao,Blue,3/19/2011,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,167.64,135,28
Nick Catone,Blue,3/19/2011,Blue,0,0.4425,0.485,0.5,30.5,110.125,58.625,2.625,172.5,787.5,10,0,1,0,1,2,2,0,0,1,0,0,1,0,Southpaw,182.88,182.88,185,29
Chris Weidman,Blue,3/3/2011,Blue,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,198.12,185,26
Danny Castillo,Blue,3/3/2011,Blue,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,155,31
Damacio Page,Blue,3/3/2011,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,167.64,135,28
Cyrille Diabate,Blue,3/3/2011,Blue,0.5,0.65,0,0,14,23.5,16,0,10,297,3,0,1,0,1,1,1,0,0,0,0,1,0,0,Southpaw,198.12,205.74,205,37
Martin Kampmann,Blue,3/3/2011,Red,0.141601563,0.520380859,0.120585938,2.604492188,27.49804688,71.37988281,46.69628906,0.413085938,235.0722656,753.3935547,20,0,4,0,4,8,3,0,0,1,2,1,4,0,Orthodox,182.88,182.88,170,28
Shane Roller,Blue,3/3/2011,Blue,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,155,31
Reuben Duran,Blue,3/3/2011,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,180.34,135,27
Mark Munoz,Blue,3/3/2011,Blue,0.25,0.444375,0.2225,0.0625,48.21875,115.9375,59.65625,1,151.21875,778.53125,13,0,0,1,3,4,2,0,0,1,1,2,0,0,Orthodox,182.88,180.34,185,33
Dongi Yang,Blue,3/3/2011,Blue,0,0.52,0.6,0,51,117,60,3,127,900,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Southpaw,177.8,185.42,185,26
Todd Brown,Blue,3/3/2011,Red,0,0.38,0,0,28,87,42,0,131,900,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,180.34,,205,34
Rousimar Palhares,Blue,3/3/2011,Blue,0,0.1775,0.14125,1.25,3.21875,19.84375,11.84375,0.65625,94.34375,267.125,11,0,1,0,3,4,2,0,0,0,1,0,3,0,Orthodox,172.72,180.34,170,31
Kyle Noke,Blue,2/26/2011,Blue,0.5,0.605,0.375,1,37.5,72.5,46.5,1.5,123.5,442.5,4,0,2,0,2,2,0,0,0,0,0,1,1,0,Southpaw,185.42,193.04,170,30
Chris Lytle,Blue,2/26/2011,Red,0.003936768,0.418142395,0.013442993,1.170623779,91.96096039,206.9244385,109.8540726,0.034584045,45.55140686,675.8210297,42,1,0,2,4,9,9,0,0,0,3,1,5,0,Orthodox,180.34,172.72,170,36
Riki Fukuda,Blue,2/26/2011,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,185.42,185,30
Dennis Siver,Blue,2/26/2011,Blue,0.642578125,0.338828125,0.05390625,0.5625,42.62109375,148.7421875,47.47070313,0.255859375,31.50585938,499.5800781,20,0,0,1,3,6,4,0,0,0,1,3,2,0,Orthodox,167.64,177.8,145,32
James Te Huna,Blue,2/26/2011,Red,0,0.42,0.5,1,22,142,96,5,550,806,3,0,1,0,1,1,0,0,0,0,0,1,0,0,Orthodox,187.96,190.5,185,29
Jon Fitch,Blue,2/26/2011,Draw,0.000366211,0.49444458,0.613696289,0.129760742,42.64453125,168.7540283,118.4067383,5.924072266,533.0543213,907.8128662,40,1,8,0,8,13,1,0,0,1,8,1,3,0,Orthodox,182.88,187.96,170,33
Jorge Rivera,Blue,2/26/2011,Red,1.914550781,0.474619141,0.093994141,0.0625,36.00878906,121.3496094,72.1328125,0.531738281,210.8041992,472.9477539,23,0,1,0,3,7,5,0,0,1,2,4,0,0,Orthodox,185.42,185.42,185,38
Spencer Fisher,Blue,2/26/2011,Red,0.032714844,0.569829102,0.114543457,1.063598633,54.91845703,162.0180664,110.5153809,0.579223633,88.21496582,851.7156982,34,0,2,0,3,9,5,0,0,0,4,2,2,1,Southpaw,170.18,172.72,155,34
Jason Reinhardt,Blue,2/26/2011,Red,0,0.33,0,0,1,3,1,0,0,74,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,167.64,,135,41
Anthony Perosh,Blue,2/26/2011,Blue,0.25,0.4075,0.0675,0,18.5,52,26.5,0.75,85.75,565.5,6,0,0,3,0,0,3,0,0,0,0,0,0,0,Orthodox,190.5,190.5,205,38
Curt Warburton,Blue,2/26/2011,Blue,0,0.56,0.33,2,45,144,82,1,461,900,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,182.88,185.42,155,
Chris Tuchscherer,Blue,2/26/2011,Red,0,0.1925,0.035,0.25,6.5,24.75,11.75,0.25,64.25,295.25,5,0,0,1,1,1,2,0,1,0,0,0,0,0,Orthodox,187.96,193.04,258,35
Carlos Eduardo Rocha,Blue,2/5/2011,Red,0,0.5,0,1,2,5,3,0,24,141,1,0,1,0,1,1,0,0,0,0,0,0,1,0,Orthodox,177.8,185.42,170,29
Demetrious Johnson,Blue,2/5/2011,Blue,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,160.02,167.64,125,24
Ryan Bader,Blue,2/5/2011,Red,0.5625,0.37625,0.375625,0.125,37.1875,136.25,62.375,3.9375,251.75,809.875,13,1,5,0,5,5,0,0,0,0,3,2,0,0,Orthodox,187.96,187.96,205,27
Antonio Banuelos,Blue,2/5/2011,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,160.02,135,31
Michihiro Omigawa,Blue,2/5/2011,Red,0,0.425,0.75,1.5,22,113,84,1,170.5,900,6,0,0,2,0,0,2,0,0,0,0,0,0,0,Orthodox,167.64,172.72,145,35
Vitor Belfort,Blue,2/5/2011,Red,0.040039063,0.486723633,0.016601563,0.51171875,10.375,30.28173828,17.61132813,0.055664063,52.375,450.0898438,18,2,3,0,3,8,4,0,0,0,0,6,1,1,Southpaw,182.88,187.96,185,33
Paul Kelly,Blue,2/5/2011,Red,0.5,0.419765625,0.57265625,0.9453125,37.3046875,141.875,85.9765625,0.65625,216.34375,620.3125,20,0,1,0,2,5,3,0,0,0,3,1,1,0,Orthodox,175.26,177.8,155,26
Rich Franklin,Blue,2/5/2011,Red,0.548400879,0.382778015,0.070084229,0.000152588,25.09220886,66.49687195,29.51013184,0.141204834,22.42314148,397.9108734,37,5,7,0,7,13,4,0,0,0,3,8,1,1,Southpaw,185.42,193.04,185,36
Ricardo Romero,Blue,2/5/2011,Red,0,0.63,0.14,2,19,36,24,1,239,485,2,0,1,0,1,1,0,0,0,0,0,0,1,0,Orthodox,182.88,193.04,205,32
Gabe Ruediger,Blue,2/5/2011,Red,0,0.21,0.08,0,4,25.5,13.5,1,64,241,3,0,0,2,0,0,2,0,0,0,0,0,0,0,Orthodox,177.8,,155,33
Kenny Robertson,Blue,2/5/2011,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,187.96,170,26
Matt Wiman,Blue,1/22/2011,Blue,0.03125,0.382148438,0.206054688,1.34375,23.98828125,71.80078125,36.375,1.1796875,144.34375,471.140625,19,0,0,1,4,6,3,0,0,0,2,2,2,0,Orthodox,177.8,172.72,155,27
Joey Beltran,Blue,1/22/2011,Red,0,0.425,0.165,0,55.75,170.25,89.5,0.5,176.25,772.75,8,0,2,0,2,2,1,0,0,0,1,1,0,0,Orthodox,185.42,190.5,185,29
Tim Hague,Blue,1/22/2011,Red,0,0.37,0.515,0.375,38.5,86.125,46,1.375,148,688.625,8,0,1,0,1,1,3,0,0,0,0,0,1,0,Orthodox,193.04,193.04,260,27
Evan Dunham,Blue,1/22/2011,Red,0.125,0.40625,0.28125,3.9375,51.6875,161.0625,85.75,1.1875,182.75,829.4375,13,0,4,0,4,4,1,0,0,2,0,1,1,0,Southpaw,177.8,177.8,155,29
George Roop,Blue,1/22/2011,Red,0,0.1875,0.25,0,23.25,145.75,67.5,0.25,71.25,659.5,8,0,0,1,1,1,2,0,0,1,0,0,0,0,Orthodox,185.42,182.88,135,29
Mike Brown,Blue,1/22/2011,Red,0,0.72,0.375,0,40.5,102.5,68.5,2.5,237,555.5,4,0,0,2,0,0,2,0,0,0,0,0,0,0,Orthodox,167.64,177.8,145,35
Mike Guymon,Blue,1/22/2011,Red,0,0.2675,0.25,0.5,16.25,45.25,35.75,0.75,120.25,328.25,5,0,0,1,1,1,2,0,0,0,1,0,0,0,Orthodox,182.88,187.96,170,36
Yves Edwards,Blue,1/22/2011,Blue,0.33984375,0.41375,0.563476563,1.059570313,36.56835938,120.5712891,63.86816406,0.625976563,276.4794922,715.6582031,26,0,0,2,6,7,4,0,0,1,2,3,1,0,Southpaw,175.26,185.42,155,34
Willamy Freire,Blue,1/22/2011,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,172.72,,155,23
Chris Cariaso,Blue,1/22/2011,Blue,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,160.02,162.56,125,29
Amilcar Alves,Blue,1/22/2011,Red,0,0.4,0,0,4,20,12,0,0,791,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Southpaw,182.88,,170,22
Brad Tavares,Blue,1/1/2011,Blue,0,0.52,0.5,0,18,74,54,3,693,900,3,0,1,0,1,1,0,0,0,0,1,0,0,0,Orthodox,185.42,187.96,185,23
Marcus Davis,Blue,1/1/2011,Red,1.005126953,0.382480469,0.542192383,0.471801758,33.50976563,132.1231689,46.61706543,0.667724609,51.10998535,641.835083,28,0,0,1,6,9,5,0,0,1,1,3,4,0,Southpaw,177.8,177.8,170,37
Thiago Silva,Blue,1/1/2011,Draw,0.265625,0.45328125,0.0390625,0.078125,19.640625,71.421875,40.5,0.046875,26.765625,536.359375,10,0,4,0,4,5,2,0,0,0,0,5,0,0,Orthodox,187.96,187.96,205,28
Brian Stann,Blue,1/1/2011,Blue,0,0.44875,0,1,30.5,112.5,77.25,0,195.0625,803.3125,13,0,0,1,2,3,2,0,0,0,2,0,1,0,Orthodox,185.42,187.96,205,30
Josh Grispi,Blue,1/1/2011,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,187.96,145,22
Dong Hyun Kim,Blue,1/1/2011,Blue,0,0.643125,0.691875,0.5625,30.1875,79.4375,59.9375,4.625,625.625,882.8125,15,0,2,0,2,4,1,0,0,1,2,1,0,0,Southpaw,187.96,193.04,170,29
Takanori Gomi,Blue,1/1/2011,Red,0.5,0.25,0,0,12.5,65.5,12.5,0,6,418,4,0,0,1,1,1,1,0,0,0,0,1,0,0,Southpaw,170.18,177.8,155,32
Gray Maynard,Blue,1/1/2011,Draw,0.01171875,0.29453125,0.51796875,0.21484375,24.21484375,107.03125,49.0546875,3.2578125,264.4804688,894.328125,24,0,0,1,8,8,1,0,0,2,5,1,0,0,Orthodox,175.26,177.8,155,31
Diego Nunes,Blue,1/1/2011,Blue,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,170.18,145,28
Greg Soto,Blue,1/1/2011,Red,0,0.615,0.21,0.5,45.5,146.5,107.5,1.5,351.5,795,6,0,0,1,1,1,1,0,0,0,1,0,0,0,Orthodox,180.34,185.42,170,24
Antonio McKee,Blue,1/1/2011,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,172.72,,155,40
Charles Oliveira,Blue,12/11/2010,Red,0,0.565,0.11,1.5,19,61,31.5,1,32,393,4,0,2,0,2,2,0,0,0,0,0,0,2,0,Orthodox,177.8,187.96,155,21
John Howard,Blue,12/11/2010,Red,0.125,0.58,0.439375,0.6875,14.25,55.125,40.25,1.25,98.25,625.125,13,0,4,0,4,4,1,0,0,2,0,2,0,0,Orthodox,170.18,182.88,170,27
Sean McCorkle,Blue,12/11/2010,Red,0,0,0,2,0,4,0,0,0,63,1,0,1,0,1,1,0,0,0,0,0,0,1,0,Orthodox,200.66,205.74,265,34
Mac Danzig,Blue,12/11/2010,Blue,0.078125,0.47703125,0.65875,0.171875,24.0625,96.078125,64.25,1.3125,121.328125,465.203125,16,1,2,0,2,3,4,0,0,0,1,0,2,0,Orthodox,172.72,177.8,155,30
Dan Miller,Blue,12/11/2010,Blue,0,0.28515625,0.07578125,1.21875,27.609375,109.625,33.09375,0.34375,28.140625,617.640625,16,0,3,0,3,4,3,0,0,0,1,0,3,0,Orthodox,185.42,187.96,185,29
Dustin Hazelett,Blue,12/11/2010,Red,0,0.399296875,0.06640625,1.671875,7.56640625,19.96484375,8.34375,0.06640625,3.75,308.9335938,14,0,0,1,3,5,4,0,0,0,1,0,4,0,Orthodox,185.42,193.04,170,24
Josh Koscheck,Blue,12/11/2010,Red,0.160400391,0.518141785,0.464947052,0.750930786,17.11813354,73.0460968,55.039505,2.526473999,429.5500336,650.5420227,35,0,2,0,5,13,4,0,0,0,5,5,3,0,Orthodox,177.8,185.42,170,33
Rafael Natal,Blue,12/11/2010,Draw,0,0.27,0.22,0,28,132,51,2,96,900,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,182.88,195.58,185,27
Ricardo Almeida,Blue,12/11/2010,Blue,0,0.458515625,0.229609375,0.43359375,17.08203125,45.21875,26.09375,2.65234375,232.5664063,430.5507813,19,0,0,1,3,5,4,0,0,0,2,0,3,0,Orthodox,182.88,187.96,170,34
John Makdessi,Blue,12/11/2010,Blue,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,172.72,155,25
Sean Pierson,Blue,12/11/2010,Blue,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,193.04,170,34
Rick Story,Blue,12/4/2010,Blue,0.5,0.519375,0.766875,0.75,53.5625,151.75,100.25,2.9375,367.4375,604.3125,13,0,0,1,4,4,1,0,0,2,0,1,1,0,Southpaw,175.26,180.34,170,26
Demian Maia,Blue,12/4/2010,Blue,0,0.429335938,0.45015625,0.5859375,21.7734375,104.0117188,64.6328125,3.07421875,342.671875,954.1367188,20,1,5,0,5,7,2,0,0,0,2,0,5,0,Southpaw,185.42,182.88,170,33
Kyle Watson,Blue,12/4/2010,Blue,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,,155,31
Igor Pokrajac,Blue,12/4/2010,Red,0.5,0.51,0.58,0.5,19.5,54.75,30,1.75,71.5,501,7,0,0,2,1,1,2,0,0,0,0,0,1,0,Orthodox,182.88,187.96,205,31
Aaron Wilkinson,Blue,12/4/2010,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,177.8,,155,23
Leonard Garcia,Blue,12/4/2010,Blue,0,0.495,0,0.75,16.25,96.75,64.75,0,108,740.5,7,0,0,1,1,1,2,0,0,0,0,0,1,0,Orthodox,177.8,172.72,145,31
Michael Johnson,Blue,12/4/2010,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,185.42,155,24
Tyler Toner,Blue,12/4/2010,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,145,27
Nick Pace,Blue,12/4/2010,Blue,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,172.72,135,23
Pablo Garza,Blue,12/4/2010,Blue,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,185.42,145,27
David Branch,Blue,12/4/2010,Blue,0,0.495,0.15,0,17.5,72.5,51,1.5,273.5,827.5,6,0,0,1,1,1,1,0,0,0,1,0,0,0,Orthodox,185.42,198.12,185,29
Tim Boetsch,Blue,11/20/2010,Red,0.125,0.490625,0.28125,0.5,42.375,111.1875,69.3125,1.5625,113.625,732.6875,10,0,1,0,1,3,2,0,0,0,1,2,0,0,Orthodox,182.88,187.96,185,29
Dennis Hallman,Blue,11/20/2010,Blue,0,0.4034375,0.4,1,18.03125,91.53125,64.25,2.1875,516.625,849.6875,16,1,1,0,1,2,4,0,0,0,1,0,1,0,Orthodox,175.26,182.88,155,34
Brian Foster,Blue,11/20/2010,Blue,0.5,0.435,0.3125,0.125,14,40.5,20.625,0.5,31.625,168,6,0,0,1,1,2,2,0,0,0,0,2,0,0,Orthodox,175.26,180.34,170,26
Maiquel Falcao,Blue,11/20/2010,Blue,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,,185,29
Mark Munoz,Blue,11/20/2010,Blue,0.5,0.40875,0.195,0.125,20.4375,57.875,27.3125,1,125.4375,657.0625,10,0,0,1,3,3,2,0,0,1,0,2,0,0,Orthodox,182.88,180.34,185,32
BJ Penn,Blue,11/20/2010,Blue,0.031272888,0.324955826,0.3558255,0.087463379,50.98097229,194.6635056,79.1089859,1.076782227,75.09431458,1426.417061,55,11,3,0,3,11,7,0,0,0,1,5,4,1,Orthodox,175.26,177.8,155,31
Lyoto Machida,Blue,11/20/2010,Red,0.5546875,0.636679688,0.5815625,0.08984375,20.91015625,50.3828125,25.78125,1.1875,62.65625,619.25,23,3,8,0,8,8,1,0,0,0,5,2,1,0,Southpaw,185.42,187.96,185,32
Joe Lauzon,Blue,11/20/2010,Red,0.0078125,0.554296875,0.590859375,1.75,19.1484375,46.390625,24.3125,2.421875,133.9296875,403.7578125,14,0,3,0,3,6,2,0,0,0,0,2,4,0,Orthodox,177.8,180.34,155,26
Edson Barboza,Blue,11/20/2010,Blue,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,190.5,145,24
TJ O'Brien,Blue,11/20/2010,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,,155,23
Nik Lentz,Blue,11/20/2010,Blue,0,0.57625,0.3975,1.375,40.25,134.25,87.125,5.5,562.125,900,12,0,1,0,2,3,1,0,0,0,3,0,0,0,Orthodox,172.72,172.72,145,26
Rob Kimmons,Blue,11/13/2010,Red,0,0.495625,0.395,1.5,26.1875,118.0625,88.25,2.3125,256.8125,662.8125,9,0,1,0,1,3,2,0,0,0,1,0,2,0,Orthodox,177.8,185.42,185,29
Peter Sobotta,Blue,11/13/2010,Red,0,0.36,0.22,1,16.5,66.5,32.5,1.5,307.5,900,6,0,0,2,0,0,2,0,0,0,0,0,0,0,Southpaw,182.88,190.5,170,23
Andre Winner,Blue,11/13/2010,Red,0.25,0.48875,0,0,32.75,101.25,52.625,0,69.75,812.75,10,1,0,1,2,2,2,0,0,0,1,1,0,0,Orthodox,180.34,185.42,155,29
Mark Scanlon,Blue,11/13/2010,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,,170,
Nick Osipczak,Blue,11/13/2010,Red,0,0.49875,0.25,1,29,83.125,50.875,0.625,113.5,806.625,10,0,2,0,2,2,2,0,0,0,0,1,1,0,Orthodox,187.96,193.04,170,25
Yushin Okami,Blue,11/13/2010,Blue,0.8125,0.381015625,0.523984375,0.172851563,30.87597656,133.65625,76.3984375,0.552734375,238.1162109,778.3183594,31,0,4,0,4,9,2,0,0,1,4,3,0,1,Southpaw,187.96,190.5,170,29
Alexandre Ferreira,Blue,11/13/2010,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,,205,31
